,leadid,title,eloquascorecard,title_split,temp,temp_level,temp_title,temp_score
5751,00Q2000000o6dU3,platform services operations,C4,platform services operations,"(nan, operations, 55)",,operations,55
5752,00Q2000000gy2S0,client onboarding senior manager,,client onboarding senior manager,"(manager, nan, 58)",manager,,58
5753,00Q2000000lUVPM,"manager, information technology operations",D4,manager information technology operations,"(manager, information operations, 70)",manager,information operations,70
5754,00Q2000000o6dU5,it manager,D4,it manager,"(manager, nan, 58)",manager,,58
5755,00Q2000000gy2S3,director,,director,"(director, nan, 60)",director,,60
5756,00Q2000000lUVPN,information technology vice president,D4,information technology vice president,"(vp, information, 70)",vp,information,70
5757,00Q2000000o6dUB,vp of it,D4,vp of it,"(vp, nan, 63)",vp,,63
5758,00Q2000000gy2SE,head of reference data change,,head of reference data change,"(department head, data, 66)",department head,data,66
5759,00Q2000000lUVPO,chief information security officer,D4,chief information security officer,"(individual contributer, chief information security officer, 65)",individual contributer,chief information security officer,65
5760,00Q2000000gy2SG,"deputy head of risk & control, tmg",,deputy head of risk control tmg,"(department head, nan, 61)",department head,,61
5761,00Q2000000lUVPP,information technology director,D4,information technology director,"(director, information, 67)",director,information,67
5762,00Q2000000gy2SH,"programme manager, reference data workstream lead, data & analytics",,programme manager reference data workstream lead data analytics,"(manager, analytics, 80)",manager,analytics,80
5763,00Q2000000lUVPQ,director of information technology,D4,director of information technology,"(director, information, 67)",director,information,67
5764,00Q2000000o6dUE,business support analyst,D4,business support analyst,"(nan, nan, 50)",,,50
5765,00Q2000000gy2SI,"programme manager, c&i aml",,programme manager aml,"(manager, nan, 58)",manager,,58
5766,00Q2000000lUVPR,information technology support manager,D4,information technology support manager,"(manager, information, 65)",manager,information,65
5767,00Q2000000o6dUF,senior business support specialist,D4,senior business support specialist,"(individual contributer, nan, 53)",individual contributer,,53
5768,00Q2000000gy2SJ,transaction and data integrity,D4,transaction and data integrity,"(nan, data, 55)",,data,55
5769,00Q2000000lUVPS,vice president information technology,D4,vice president information technology,"(vp, information, 70)",vp,information,70
5770,00Q2000000gy2SK,senior analyst and acting change manager.,,senior analyst and acting change manager,"(manager, nan, 58)",manager,,58
5771,00Q2000000lUVPT,"vice president, information technology strategy and planning, ito",D4,vice president information technology strategy and planning ito,"(vp, information, 70)",vp,information,70
5772,00Q2000000gy2SL,legal entity reference data manager,,legal entity reference data manager,"(manager, data manager, 80)",manager,data manager,80
5773,00Q2000000lUVPU,"vice president, information technology infrastructure supt, sts service operations",D4,vice president information technology infrastructure supt sts service operations,"(vp, information operations, 75)",vp,information operations,75
5774,00Q2000000gy2SM,"legal entity reference data, system & control manager",,legal entity reference data system control manager,"(manager, data, 63)",manager,data,63
5775,00Q2000000lUVPV,senior manager information technology operations,D4,senior manager information technology operations,"(manager, information operations, 70)",manager,information operations,70
5776,00Q2000000o6dUl,svp,C4,senior vice president,"(vp, nan, 63)",vp,,63
5777,00Q2000000gy2SN,compliance officer,,compliance officer,"(nan, compliance, 60)",,compliance,60
5778,00Q2000000lUVPW,director americas information technology project services,D4,director americas information technology project services,"(director, information, 67)",director,information,67
5779,00Q2000000o6dUm,svp it,D4,senior vice president it,"(vp, nan, 63)",vp,,63
5780,00Q2000000gy2SO,global head of market data and exchange trading infrastructure,D4,global head of market data and exchange trading infrastructure,"(department head, data, 66)",department head,data,66
5781,00Q2000000lUVPX,senior manager information technology project delivery,D4,senior manager information technology project delivery,"(manager, information, 65)",manager,information,65
5782,00Q2000000gy2SP,client reference data,,client reference data,"(nan, data, 55)",,data,55
5783,00Q2000000lUVPY,information technology director,D4,information technology director,"(director, information, 67)",director,information,67
5784,00Q2000000o6dVI,vice president,D4,vice president,"(vp, nan, 63)",vp,,63
5785,00Q2000000gy2SR,developer,,developer,"(nan, nan, 50)",,,50
5786,00Q2000000lUVPZ,"vice president, information technology technology",D4,vice president information technology technology,"(vp, information, 70)",vp,information,70
5787,00Q2000000gy2SU,data quality associate,,data quality associate,"(individual contributer, data quality, 60)",individual contributer,data quality,60
5788,00Q2000000lUVPa,"vice president, information technology",D4,vice president information technology,"(vp, information, 70)",vp,information,70
5789,00Q2000000gy2SV,"head of reference data, transaction management group",D4,head of reference data transaction management group,"(department head, data, 66)",department head,data,66
5790,00Q2000000lUVPb,"information technology management executive vice president, senior vice president",D4,information technology management executive vice president senior vice president,"(c-level, information, 72)",c-level,information,72
5791,00Q2000000gy2SW,business analyst,D4,business analyst,"(individual contributer, business analyst, 60)",individual contributer,business analyst,60
5792,00Q2000000lUVPc,vice president technology information technology,D4,vice president technology information technology,"(vp, information, 70)",vp,information,70
5793,00Q2000000o6dVN,director of information technology,,director of information technology,"(director, information, 67)",director,information,67
5794,00Q2000000gy2SY,front office technology head,,front office technology head,"(department head, nan, 61)",department head,,61
5795,00Q2000000oyCzo,data quality sme,,data quality sme,"(individual contributer, data quality, 60)",individual contributer,data quality,60
5796,00Q2000000gy2SZ,head of global data services,C4,head of global data services,"(department head, data services, 80)",department head,data services,80
5797,00Q2000000lUZvZ,"sr advisor, data governance",D4,senior advisor data governance,"(individual contributer, data governance, 80)",individual contributer,data governance,80
5798,00Q2000000gy2Sa,instrument data lead,,instrument data lead,"(manager, data, 63)",manager,data,63
5799,00Q2000000lUZvg,global services business operations,D4,global services business operations,"(individual contributer, operations, 58)",individual contributer,operations,58
5800,00Q2000000jQlMM,ict business partner,D4,ict business partner,"(nan, nan, 50)",,,50
5801,00Q2000000gy2Sb,head of infrastructure,,head of infrastructure,"(department head, nan, 61)",department head,,61
5802,00Q2000000lUZvj,sr data architect,D4,senior data architect,"(individual contributer, data architect, 65)",individual contributer,data architect,65
5803,00Q2000000jQlMN,data architect,D4,data architect,"(individual contributer, data architect, 65)",individual contributer,data architect,65
5804,00Q2000000gy2Sc,data management strategy,,data management strategy,"(individual contributer, data management, 80)",individual contributer,data management,80
5805,00Q2000000lUZvl,junior consultant,D4,junior consultant,"(individual contributer, nan, 53)",individual contributer,,53
5806,00Q2000000jQlMP,global data strategy manager,D4,global data strategy manager,"(manager, data, 63)",manager,data,63
5807,00Q2000000gy2Sd,head transformation services,D4,head transformation services,"(department head, nan, 61)",department head,,61
5808,00Q2000000lUZvm,expert consultant,D4,expert consultant,"(consultant, nan, 51)",consultant,,51
5809,00Q2000000jQlMT,procurement manager,D4,procurement manager,"(manager, nan, 58)",manager,,58
5810,00Q2000000gy2Sf,ops head data management and regulatory change,,ops head data management and regulatory change,"(department head, data management, 85)",department head,data management,85
5811,00Q2000000lUZvt,data architect,D4,data architect,"(individual contributer, data architect, 65)",individual contributer,data architect,65
5812,00Q2000000jQlMU,it development manager,D4,it development manager,"(manager, nan, 58)",manager,,58
5813,00Q2000000gy2Si,head of market data services,,head of market data services,"(department head, data services, 80)",department head,data services,80
5814,00Q2000000lUZvu,director,D4,director,"(director, nan, 60)",director,,60
5815,00Q2000000jQlMV,buesiness analytics manager,D4,buesiness analytics manager,"(manager, analytics, 80)",manager,analytics,80
5816,00Q2000000gy2Sj,data analyst,D4,data analyst,"(nan, data, 55)",,data,55
5817,00Q2000000lUZw0,senior consultant,D4,senior consultant,"(individual contributer, nan, 53)",individual contributer,,53
5818,00Q2000000jQlMY,global business information manager,D4,global business information manager,"(manager, information manager, 80)",manager,information manager,80
5819,00Q2000000gy2Sk,investment systems and data manager,,investment systems and data manager,"(manager, data manager, 80)",manager,data manager,80
5820,00Q2000000lUZw1,data architecture coordinator,D4,data architecture coordinator,"(individual contributer, data architect, 65)",individual contributer,data architect,65
5821,00Q2000000jQlMZ,"senior manager, data governance",D4,senior manager data governance,"(manager, data governance, 95)",manager,data governance,95
5822,00Q2000000gy2Sm,director,,director,"(director, nan, 60)",director,,60
5823,00Q2000000lUZw5,grc business analyst,D4,grc business analyst,"(individual contributer, business analyst, 60)",individual contributer,business analyst,60
5824,00Q2000000jQlMa,project manager,D4,project manager,"(manager, nan, 58)",manager,,58
5825,00Q2000000gy2Sn,business solutions director,,business solutions director,"(director, nan, 60)",director,,60
5826,00Q2000000lUZwB,data architect,D4,data architect,"(individual contributer, data architect, 65)",individual contributer,data architect,65
5827,00Q2000000jQlMk,senior director global cds standards,D4,senior director global cds standards,"(director, nan, 60)",director,,60
5828,00Q2000000gy2So,product manager ? datascope select - elektron data solutions,,product manager datascope select elektron data solutions,"(manager, data, 63)",manager,data,63
5829,00Q2000000lUZwC,"manager, enterprise architecture & data management strategy",D4,manager enterprise architecture data management strategy,"(manager, data management, 80)",manager,data management,80
5830,00Q2000000jQlMo,data quality analist,D4,data quality analyst,"(individual contributer, data quality, 60)",individual contributer,data quality,60
5831,00Q2000000gy2Sp,head of elektron architecture,,head of elektron architecture,"(department head, nan, 61)",department head,,61
5832,00Q2000000lUZwD,metadata analyst,D4,metadata analyst,"(nan, metadata, 65)",,metadata,65
5833,00Q2000000jQlMp,general manager,D4,general manager,"(manager, nan, 58)",manager,,58
5834,00Q2000000gy2Sq,solutions exection director,,solutions exection director,"(director, nan, 60)",director,,60
5835,00Q2000000lUZwE,phd candidate,D4,phd candidate,"(nan, nan, 50)",,,50
5836,00Q2000000jQlMr,project manager,D4,project manager,"(manager, nan, 58)",manager,,58
5837,00Q2000000gy2Sr,"head of distributions, elektron market data",,head of distributions elektron market data,"(department head, data, 66)",department head,data,66
5838,00Q2000000lUZwG,data architect,D4,data architect,"(individual contributer, data architect, 65)",individual contributer,data architect,65
5839,00Q2000000jQlMs,data architect,D4,data architect,"(individual contributer, data architect, 65)",individual contributer,data architect,65
5840,00Q2000000gy2Ss,automation and integration,,automation and integration,"(nan, nan, 50)",,,50
5841,00Q2000000lUZwI,"senior manager, enterprise data management and analytics",D4,senior manager enterprise data management and analytics,"(manager, analytics, 80)",manager,analytics,80
5842,00Q2000000jQlMv,ci manager,D4,ci manager,"(manager, nan, 58)",manager,,58
5843,00Q2000000gy2St,client specialist,,client specialist,"(individual contributer, nan, 53)",individual contributer,,53
5844,00Q2000000lUZwK,it specialist,D4,it specialist,"(individual contributer, nan, 53)",individual contributer,,53
5845,00Q2000000jQlMw,it manager,D4,it manager,"(manager, nan, 58)",manager,,58
5846,00Q2000000gy2Su,specialist director - client on-boarding & fatca,,specialist director client on boarding fatca,"(director, nan, 60)",director,,60
5847,00Q2000000lUZwS,mdm mgr,C4,master data manager manager,"(manager, data manager, 80)",manager,data manager,80
5848,00Q2000000jQlMy,it architect,D4,it architect,"(nan, nan, 50)",,,50
5849,00Q2000000lUZwU,project manager,C4,project manager,"(manager, nan, 58)",manager,,58
5850,00Q2000000jQlMz,ceo,D4,chief executive officer,"(c-level, nan, 65)",c-level,,65
5851,00Q2000000lUZwW,director investment technology,C4,director investment technology,"(director, nan, 60)",director,,60
5852,00Q2000000jQlN0,business development,D4,business development,"(nan, business development, 10)",,business development,10
5853,00Q2000000gxGN6,director,D4,director,"(director, nan, 60)",director,,60
5854,00Q2000000lUZwf,programme manager,C4,programme manager,"(manager, nan, 58)",manager,,58
5855,00Q2000000jQlN1,senior advisor,D4,senior advisor,"(individual contributer, nan, 53)",individual contributer,,53
5856,00Q2000000gwuvK,chief architect,D4,chief architect,"(individual contributer, chief architect, 70)",individual contributer,chief architect,70
5857,00Q2000000lUZwi,director,C4,director,"(director, nan, 60)",director,,60
5858,00Q2000000jQlN7,"senior manager governance, policy & procedures",D4,senior manager governance policy procedures,"(manager, governance, 68)",manager,governance,68
5859,00Q2000000gwl8T,director data governance,D4,director data governance,"(director, data governance, 95)",director,data governance,95
5860,00Q2000000lUZwk,head of data governance,C4,head of data governance,"(department head, data governance, 95)",department head,data governance,95
5861,00Q2000000jQlN8,sr manager,D4,senior manager,"(manager, nan, 58)",manager,,58
5862,00Q2000000g61KQ,data governance analyst,D4,data governance analyst,"(individual contributer, data governance, 80)",individual contributer,data governance,80
5863,00Q2000000lUZwt,data steward/lead taxonomist,D4,data steward lead taxonomist,"(manager, data steward, 85)",manager,data steward,85
5864,00Q2000000jQlN9,director data governance,D4,director data governance,"(director, data governance, 95)",director,data governance,95
5865,00Q2000000mKibN,senior information technology solutions architect,C4,senior information technology solutions architect,"(individual contributer, information, 60)",individual contributer,information,60
5866,00Q2000000lUZwv,business analyst,D4,business analyst,"(individual contributer, business analyst, 60)",individual contributer,business analyst,60
5867,00Q2000000jQlNB,manager,D4,manager,"(manager, nan, 58)",manager,,58
5868,00Q2000000mKibO,senior information technology business analyst,C4,senior information technology business analyst,"(individual contributer, business analyst, 60)",individual contributer,business analyst,60
5869,00Q2000000lUZwx,improvement data coordinator,D4,improvement data coordinator,"(nan, data, 55)",,data,55
5870,00Q2000000jQlND,data architect,D4,data architect,"(individual contributer, data architect, 65)",individual contributer,data architect,65
5871,00Q2000000mKibP,senior information technology systems analyst,C4,senior information technology systems analyst,"(individual contributer, information, 60)",individual contributer,information,60
5872,00Q2000000lUZx7,governance specialist,D4,governance specialist,"(individual contributer, governance, 63)",individual contributer,governance,63
5873,00Q2000000jQlNE,consultant,D4,consultant,"(consultant, nan, 51)",consultant,,51
5874,00Q2000000mKibQ,senior information technology leader,C4,senior information technology leader,"(individual contributer, information, 60)",individual contributer,information,60
5875,00Q2000000lUZx8,principal advisor,D4,principal advisor,"(individual contributer, nan, 53)",individual contributer,,53
5876,00Q2000000jQlNF,information management analyst,D4,information management analyst,"(individual contributer, information management, 80)",individual contributer,information management,80
5877,00Q2000000mKibR,senior information technology business analyst,C4,senior information technology business analyst,"(individual contributer, business analyst, 60)",individual contributer,business analyst,60
5878,00Q2000000lUZxA,project manager,D4,project manager,"(manager, nan, 58)",manager,,58
5879,00Q2000000jQlNH,quality assurance,C4,quality assurance,"(nan, nan, 50)",,,50
5880,00Q2000000mKibS,senior information technology business analyst,C4,senior information technology business analyst,"(individual contributer, business analyst, 60)",individual contributer,business analyst,60
5881,00Q2000000lUZxE,business solutions provider,C4,business solutions provider,"(nan, nan, 50)",,,50
5882,00Q2000000jQlNI,bi strategy analyst,D4,business intelligence strategy analyst,"(individual contributer, business intelligence, 70)",individual contributer,business intelligence,70
5883,00Q2000000mKibT,senior information technology analyst,C4,senior information technology analyst,"(individual contributer, information, 60)",individual contributer,information,60
5884,00Q2000000lUZxK,exec info mgmt consultant,C4,executive info management consultant,"(c-level, nan, 65)",c-level,,65
5885,00Q2000000jQlNO,directeur division diabetes care france,,directeur division diabetes care france,"(director, nan, 60)",director,,60
5886,00Q2000000mKibU,senior information technology systems specialist,C4,senior information technology systems specialist,"(individual contributer, information, 60)",individual contributer,information,60
5887,00Q2000000lUZxL,him director,C4,health information management director,"(director, information management, 90)",director,information management,90
5888,00Q2000000jQlNV,system architect manager,D4,system architect manager,"(manager, nan, 58)",manager,,58
5889,00Q2000000mKibV,senior information technology solutions program manager,C4,senior information technology solutions program manager,"(manager, information, 65)",manager,information,65
5890,00Q2000000lUZxM,national group manager information intelligence,C4,national group manager information intelligence,"(manager, information, 65)",manager,information,65
5891,00Q2000000jQlNX,head of br,D4,head of br,"(department head, nan, 61)",department head,,61
5892,00Q2000000mKibW,information technology project senior manager,C4,information technology project senior manager,"(manager, information, 65)",manager,information,65
5893,00Q2000000lUZxS,principal,D4,principal,"(individual contributer, nan, 53)",individual contributer,,53
5894,00Q2000000jQlNb,head of data governance & information management,D4,head of data governance information management,"(department head, data governance, 95)",department head,data governance,95
5895,00Q2000000mKibX,"senior program manager, information technology solutions",C4,senior program manager information technology solutions,"(manager, information, 65)",manager,information,65
5896,00Q2000000lUZxU,senior auditor,C4,senior auditor,"(individual contributer, nan, 53)",individual contributer,,53
5897,00Q2000000jQlNc,mdm material domain manager,D4,master data manager material domain manager,"(manager, data manager, 80)",manager,data manager,80
5898,00Q2000000mKibY,senior information technology systems analyst,C4,senior information technology systems analyst,"(individual contributer, information, 60)",individual contributer,information,60
5899,00Q2000000lUZxX,dw service manager,C4,data warehouse service manager,"(manager, data warehouse, 75)",manager,data warehouse,75
5900,00Q2000000jQlNd,consulting,D4,consulting,"(nan, nan, 50)",,,50
5901,00Q2000000mKiba,senior information architect and usability specialist,C4,senior information architect and usability specialist,"(individual contributer, information architect, 70)",individual contributer,information architect,70
5902,00Q2000000lUZxd,master data analyst,C4,master data analyst,"(individual contributer, master data, 60)",individual contributer,master data,60
5903,00Q2000000jQlNj,data governance manager,D4,data governance manager,"(manager, data governance, 95)",manager,data governance,95
5904,00Q2000000mKibb,"senior manager, information technology program",C4,senior manager information technology program,"(manager, information, 65)",manager,information,65
5905,00Q2000000lUZxe,senior business consultant,C4,senior business consultant,"(individual contributer, nan, 53)",individual contributer,,53
5906,00Q2000000jQlNk,data manager,D4,data manager,"(individual contributer, data manager, 80)",individual contributer,data manager,80
5907,00Q2000000mKibc,senior information technology systems analyst,C4,senior information technology systems analyst,"(individual contributer, information, 60)",individual contributer,information,60
5908,00Q2000000lUZxg,sr. data spclst,C4,senior data spclst,"(individual contributer, data, 58)",individual contributer,data,58
5909,00Q2000000jQlNl,executive dg,D4,executive data governance,"(c-level, data governance, 100)",c-level,data governance,100
5910,00Q2000000mKibd,senior program manager information technology infrastructure,C4,senior program manager information technology infrastructure,"(manager, information, 65)",manager,information,65
5911,00Q2000000lUZxh,lead information architect,C4,lead information architect,"(manager, information architect, 75)",manager,information architect,75
5912,00Q2000000jQlNo,principal information manager,C4,principal information manager,"(manager, information manager, 80)",manager,information manager,80
5913,00Q2000000mKibe,senior information technology systems analyst,C4,senior information technology systems analyst,"(individual contributer, information, 60)",individual contributer,information,60
5914,00Q2000000lUZxl,director,D4,director,"(director, nan, 60)",director,,60
5915,00Q2000000jQlNp,"architect, business intelligence / data warehouse",D4,architect business intelligence data warehouse,"(individual contributer, data warehouse, 70)",individual contributer,data warehouse,70
5916,00Q2000000mKibg,senior information technology systems analyst,C4,senior information technology systems analyst,"(individual contributer, information, 60)",individual contributer,information,60
5917,00Q2000000lUZxm,dyrektor operacyjny,D4,dyrektor operacyjny,"(nan, nan, 50)",,,50
5918,00Q2000000jQlNt,head of data management,D4,head of data management,"(department head, data management, 85)",department head,data management,85
5919,00Q2000000mKibh,senior information technology systems analyst,C4,senior information technology systems analyst,"(individual contributer, information, 60)",individual contributer,information,60
5920,00Q2000000lUZxw,senior consultant,D4,senior consultant,"(individual contributer, nan, 53)",individual contributer,,53
5921,00Q2000000jQlNu,data specialist,D4,data specialist,"(individual contributer, data, 58)",individual contributer,data,58
5922,00Q2000000mKibi,senior information technology systems analyst,C4,senior information technology systems analyst,"(individual contributer, information, 60)",individual contributer,information,60
5923,00Q2000000lUZxz,"evp/svp/vp/avp, business service management",D4,evp senior vice president vp assistant vp business service management,"(vp, nan, 63)",vp,,63
5924,00Q2000000jQlNv,change and release manager,D4,change and release manager,"(manager, nan, 58)",manager,,58
5925,00Q2000000mKibj,senior information technology systems analyst,C4,senior information technology systems analyst,"(individual contributer, information, 60)",individual contributer,information,60
5926,00Q2000000lUZy2,business solution manager,D4,business solution manager,"(manager, nan, 58)",manager,,58
5927,00Q2000000jQlNy,senior business analyst,D4,senior business analyst,"(individual contributer, business analyst, 60)",individual contributer,business analyst,60
5928,00Q2000000mKibk,senior information technology business analyst,C4,senior information technology business analyst,"(individual contributer, business analyst, 60)",individual contributer,business analyst,60
5929,00Q2000000lUZy3,"associate general manager, is planning dept.",D4,associate general manager is planning dept,"(manager, nan, 58)",manager,,58
5930,00Q2000000jQlNz,data architect,C4,data architect,"(individual contributer, data architect, 65)",individual contributer,data architect,65
5931,00Q2000000mKibl,"senior director, information technology operations",C4,senior director information technology operations,"(director, information operations, 72)",director,information operations,72
5932,00Q2000000lUZy4,business process analyst,D4,business process analyst,"(nan, nan, 50)",,,50
5933,00Q2000000jQlO1,market services,D4,market services,"(nan, nan, 50)",,,50
5934,00Q2000000mKibm,senior information technology systems analyst,C4,senior information technology systems analyst,"(individual contributer, information, 60)",individual contributer,information,60
5935,00Q2000000lUZy5,compliance manager,D4,compliance manager,"(manager, compliance, 68)",manager,compliance,68
5936,00Q2000000jQlO2,master data specialist,D4,master data specialist,"(individual contributer, master data, 60)",individual contributer,master data,60
5937,00Q2000000mKibn,senior information technology solutions architect,C4,senior information technology solutions architect,"(individual contributer, information, 60)",individual contributer,information,60
5938,00Q2000000lUZy6,it director,D4,it director,"(director, nan, 60)",director,,60
5939,00Q2000000jQlO4,mr.,D4,mr,"(nan, nan, 50)",,,50
5940,00Q2000000gxiPU,senior consultant,D4,senior consultant,"(individual contributer, nan, 53)",individual contributer,,53
5941,00Q2000000lUZy7,data governance manager,D4,data governance manager,"(manager, data governance, 95)",manager,data governance,95
5942,00Q2000000jQlO6,product manager,D4,product manager,"(manager, nan, 58)",manager,,58
5943,00Q2000000o82jL,vp,D4,vp,"(vp, nan, 63)",vp,,63
5944,00Q2000000lUZy8,principal engineer,D4,principal engineer,"(individual contributer, nan, 53)",individual contributer,,53
5945,00Q2000000jQlO9,data steward,D4,data steward,"(individual contributer, data steward, 85)",individual contributer,data steward,85
5946,00Q2000000o82jO,senior advisor - organizational effectiveness and change management,D4,senior advisor organizational effectiveness and change management,"(individual contributer, nan, 53)",individual contributer,,53
5947,00Q2000000lUZy9,senior consultant,D4,senior consultant,"(individual contributer, nan, 53)",individual contributer,,53
5948,00Q2000000jQlOE,dwh,D4,data warehouse,"(individual contributer, data warehouse, 70)",individual contributer,data warehouse,70
5949,00Q2000000gxnmx,general manager & head of avox,D4,general manager head of avox,"(department head, nan, 61)",department head,,61
5950,00Q2000000lUZyA,data governance,C4,data governance,"(individual contributer, data governance, 80)",individual contributer,data governance,80
5951,00Q2000000jQlOF,commercial manager,D4,commercial manager,"(manager, nan, 58)",manager,,58
5952,00Q2000000gvXBZ,director,D4,director,"(director, nan, 60)",director,,60
5953,00Q2000000lUZyC,crm manager,D4,crm manager,"(manager, nan, 58)",manager,,58
5954,00Q2000000jQlOH,bi manager,D4,business intelligence manager,"(manager, business intelligence, 80)",manager,business intelligence,80
5955,00Q2000000gvrfm,enterprise architect,D4,enterprise architect,"(nan, enterprise, 55)",,enterprise,55
5956,00Q2000000lUZyD,data improvement lead,D4,data improvement lead,"(manager, data, 63)",manager,data,63
5957,00Q2000000jQlOI,pm,D4,project manager,"(manager, nan, 58)",manager,,58
5958,00Q2000000mL24y,"senior director, enterprise analytics",D4,senior director enterprise analytics,"(director, analytics, 85)",director,analytics,85
5959,00Q2000000lUZyE,snr. database & im engineer,D4,senior database im engineer,"(individual contributer, database, 33)",individual contributer,database,33
5960,00Q2000000jQlOa,"vp, enterprise data steward",A3,vp enterprise data steward,"(vp, data steward, 90)",vp,data steward,90
5961,00Q2000000mL24z,"director, business applications",D4,director business applications,"(director, nan, 60)",director,,60
5962,00Q2000000lUZyF,associate business analysis,D4,associate business analysis,"(individual contributer, nan, 53)",individual contributer,,53
5963,00Q2000000jQlOb,sr. mgr,D4,senior manager,"(manager, nan, 58)",manager,,58
5964,00Q2000000gwwwL,data quality service manager,D4,data quality service manager,"(manager, data quality, 75)",manager,data quality,75
5965,00Q2000000lUZyG,director - dw & bi,D4,director data warehouse business intelligence,"(director, data warehouse, 85)",director,data warehouse,85
5966,00Q2000000jQlOe,avp investment operations,D4,assistant vp investment operations,"(vp, operations, 68)",vp,operations,68
5967,00Q2000000gwwwM,senior consultant,D4,senior consultant,"(individual contributer, nan, 53)",individual contributer,,53
5968,00Q2000000lUZyJ,g&g data & information manager,D4,data information manager,"(manager, information manager, 80)",manager,information manager,80
5969,00Q2000000jQlOh,dmo,D4,dmo,"(nan, nan, 50)",,,50
5970,00Q2000000gwwwO,director centre of excellence,D4,director centre of excellence,"(director, nan, 60)",director,,60
5971,00Q2000000lUZyK,lead information architect,C4,lead information architect,"(manager, information architect, 75)",manager,information architect,75
5972,00Q2000000jQlOl,"manager, data governance",D4,manager data governance,"(manager, data governance, 95)",manager,data governance,95
5973,00Q2000000gwwwP,deputy executive director,D4,deputy executive director,"(c-level, nan, 65)",c-level,,65
5974,00Q2000000lUZyO,corporate master data governance manager,D4,corporate master data governance manager,"(manager, data governance, 95)",manager,data governance,95
5975,00Q2000000o6TJq,"head governance, financial criime compliance",,head governance financial criime compliance,"(department head, compliance governance, 81)",department head,compliance governance,81
5976,00Q2000000gwwwW,senior applications developer,D4,senior applications developer,"(individual contributer, nan, 53)",individual contributer,,53
5977,00Q2000000lUZyQ,cdo,D4,chief data officer,"(individual contributer, chief data officer, 100)",individual contributer,chief data officer,100
5978,00Q2000000jQeS9,senior manager,D4,senior manager,"(manager, nan, 58)",manager,,58
5979,00Q2000000gwwwc,finance program director,C4,finance program director,"(director, nan, 60)",director,,60
5980,00Q2000000cWNWa,data integrity manager,D4,data integrity manager,"(manager, data, 63)",manager,data,63
5981,00Q2000000o6dSl,senior financial analyst,D4,senior financial analyst,"(individual contributer, nan, 53)",individual contributer,,53
5982,00Q2000000gwwww,director business intelligence,D4,director business intelligence,"(director, business intelligence, 85)",director,business intelligence,85
5983,00Q2000000cWNWb,executive director,D4,executive director,"(c-level, nan, 65)",c-level,,65
5984,00Q2000000gwwx4,senior project manager,D4,senior project manager,"(manager, nan, 58)",manager,,58
5985,00Q2000000cWNWx,director,D4,director,"(director, nan, 60)",director,,60
5986,00Q2000000gwwxF,sr. manager data analytics & management,C4,senior manager data analytics management,"(manager, analytics, 80)",manager,analytics,80
5987,00Q2000000cWNX0,business systems analyst,D4,business systems analyst,"(nan, nan, 50)",,,50
5988,00Q2000000o6dSw,"senior vice president, consumer banking ti",D4,senior vice president consumer banking ti,"(vp, nan, 63)",vp,,63
5989,00Q2000000gwwxW,enterprise architect consultant,D4,enterprise architect consultant,"(consultant, enterprise, 56)",consultant,enterprise,56
5990,00Q2000000lUUqm,assistant cno,D4,assistant chief nursing officer,"(c-level, nursing officer, 85)",c-level,nursing officer,85
5991,00Q2000000o6dSx,vp,D4,vp,"(vp, nan, 63)",vp,,63
5992,00Q2000000lVuX9,director,C4,director,"(director, nan, 60)",director,,60
5993,00Q2000000lUZyU,principal data modeler,D4,principal data modeler,"(individual contributer, data, 58)",individual contributer,data,58
5994,00Q2000000o6dSy,consultant,D4,consultant,"(consultant, nan, 51)",consultant,,51
5995,00Q2000000mKios,information technology strategy implementation,C4,information technology strategy implementation,"(nan, information, 57)",,information,57
5996,00Q2000000lUZye,senior database analyst,D4,senior database analyst,"(individual contributer, database, 33)",individual contributer,database,33
5997,00Q2000000o6dT0,senior systems analyst,D4,senior systems analyst,"(individual contributer, nan, 53)",individual contributer,,53
5998,00Q2000000mKiot,information technology solution leader,C4,information technology solution leader,"(individual contributer, information, 60)",individual contributer,information,60
5999,00Q2000000lUZyf,head of reference data,D4,head of reference data,"(department head, data, 66)",department head,data,66
6000,00Q2000000mKiou,"project manager, information technology solutions assetmark",C4,project manager information technology solutions assetmark,"(manager, information, 65)",manager,information,65
6001,00Q2000000lUZyg,business analyst,D4,business analyst,"(individual contributer, business analyst, 60)",individual contributer,business analyst,60
6002,00Q2000000mKiov,new business operations information te,C4,new business operations information te,"(nan, information operations, 62)",,information operations,62
6003,00Q2000000lUZyi,data governance support analyst,D4,data governance support analyst,"(individual contributer, data governance, 80)",individual contributer,data governance,80
6004,00Q2000000o6V2f,manager,D4,manager,"(manager, nan, 58)",manager,,58
6005,00Q2000000mKiow,team lead information technology solutions,C4,team lead information technology solutions,"(manager, information, 65)",manager,information,65
6006,00Q2000000lUZyk,enterprise architect manager,D4,enterprise architect manager,"(manager, enterprise, 63)",manager,enterprise,63
6007,00Q2000000o6dTO,director,,director,"(director, nan, 60)",director,,60
6008,00Q2000000mKioy,"team leader, information technology solutions",C4,team leader information technology solutions,"(manager, information, 65)",manager,information,65
6009,00Q2000000lUZyn,engineer,D4,engineer,"(nan, nan, 50)",,,50
6010,00Q2000000o6dTR,business analyst/project manager - pricing reference data,,business analyst project manager pricing reference data,"(manager, business analyst, 65)",manager,business analyst,65
